,order_id,product_id,store_id,product_name,product_category,city,date_of_sale,quantity_sold,sales_amount,month,year
578,579,31,2,BitBliss,Creative & Design Tools,Osaka,2022-09-25,2,388.81,9,2022
579,580,68,2,FunctionFusion Pro,Software Development Tools,Osaka,2022-09-25,8,216.51,9,2022
580,581,88,3,VarVista Pro,Educational Tools,Yokohama,2022-09-25,3,71.31,9,2022
581,582,14,3,ClassCast,Educational Tools,Yokohama,2022-09-25,8,209.42,9,2022
582,583,4,3,ByteBreeze,Creative & Design Tools,Yokohama,2022-09-25,6,152.11,9,2022
583,584,11,1,FunctionFusion,Software Development Tools,Tokyo,2022-09-26,6,410.21,9,2022
584,585,56,1,LambdaLyric,Educational Tools,Tokyo,2022-09-26,8,423.21,9,2022
585,586,71,3,StringStar,Software Development Tools,Yokohama,2022-09-26,2,268.34,9,2022
586,587,92,2,EchoElite Pro,Technology & Gadgets,Osaka,2022-09-26,9,84.64,9,2022
587,588,70,2,CodeCove,Software Development Tools,Osaka,2022-09-27,4,154.67,9,2022
588,589,32,1,CodeCruise,Software Development Tools,Tokyo,2022-09-27,8,85.62,9,2022
589,590,60,1,LoopLantern,Creative & Design Tools,Tokyo,2022-09-27,1,230.79,9,2022
590,591,83,2,SyntaxScribe,Software Development Tools,Osaka,2022-09-27,5,122.82,9,2022
591,592,1,1,CodeNest IDE,Software Development Tools,Tokyo,2022-09-27,7,147.36,9,2022
592,593,44,1,SyntaxStar,Software Development Tools,Tokyo,2022-09-27,4,228.17,9,2022
593,594,5,3,SyntaxSage,Software Development Tools,Yokohama,2022-09-27,1,122.06,9,2022
594,595,56,3,LambdaLyric,Educational Tools,Yokohama,2022-09-28,9,186.59,9,2022
595,596,10,1,CircuitScribe,Creative & Design Tools,Tokyo,2022-09-28,5,31.94,9,2022
596,597,20,1,VarVoyage,Educational Tools,Tokyo,2022-09-28,3,138.71,9,2022
597,598,52,3,CodeComet,Software Development Tools,Yokohama,2022-09-29,2,59.62,9,2022
598,599,4,3,ByteBreeze,Creative & Design Tools,Yokohama,2022-09-29,6,377.43,9,2022
599,600,38,1,CircuitCruise,Technology & Gadgets,Tokyo,2022-09-29,1,333.22,9,2022
600,601,61,2,ScriptSage,Software Development Tools,Osaka,2022-09-30,8,328.97,9,2022
601,602,40,1,LambdaLark,Educational Tools,Tokyo,2022-09-30,3,419.35,9,2022
602,603,86,2,CodeCatalyst,Software Development Tools,Osaka,2022-09-30,2,486.66,9,2022
603,604,27,2,ScriptSeeker,Software Development Tools,Osaka,2022-10-02,7,304.54,10,2022
604,605,7,1,LogicLoom,Software Development Tools,Tokyo,2022-10-02,9,209.27,10,2022
605,606,53,3,BinaryBlaze,Technology & Gadgets,Yokohama,2022-10-03,7,357.6,10,2022
606,607,71,2,StringStar,Software Development Tools,Osaka,2022-10-03,6,474.93,10,2022
607,608,35,1,StringStream,Software Development Tools,Tokyo,2022-10-03,9,340.56,10,2022
608,609,45,1,EchoElite,Technology & Gadgets,Tokyo,2022-10-04,9,474.57,10,2022
609,610,15,2,LoopLark,Creative & Design Tools,Osaka,2022-10-04,8,234.71,10,2022
610,611,84,2,MethodMajesty Pro,Educational Tools,Osaka,2022-10-04,3,105.96,10,2022
611,612,26,1,AlgoAria,Technology & Gadgets,Tokyo,2022-10-04,1,433.34,10,2022
612,613,23,3,BinaryBloom,Creative & Design Tools,Yokohama,2022-10-04,3,227.62,10,2022
613,614,9,1,DevDive,Software Development Tools,Tokyo,2022-10-04,2,420.69,10,2022
614,615,78,2,AlgoAir,Technology & Gadgets,Osaka,2022-10-05,8,451.16,10,2022
615,616,40,3,LambdaLark,Educational Tools,Yokohama,2022-10-05,9,199.75,10,2022
616,617,5,3,SyntaxSage,Software Development Tools,Yokohama,2022-10-07,4,235.48,10,2022
617,618,84,3,MethodMajesty Pro,Educational Tools,Yokohama,2022-10-07,8,249.3,10,2022
618,619,18,2,PixelPulse,Creative & Design Tools,Osaka,2022-10-07,9,169.91,10,2022
619,620,31,2,BitBliss,Creative & Design Tools,Osaka,2022-10-07,9,201.43,10,2022
620,621,45,2,EchoElite,Technology & Gadgets,Osaka,2022-10-07,5,101.59,10,2022
621,622,89,1,StringStream Pro,Software Development Tools,Tokyo,2022-10-08,4,410.04,10,2022
622,623,81,1,EchoEngine Pro,Technology & Gadgets,Tokyo,2022-10-08,1,310.75,10,2022
623,624,95,1,LambdaLegend,Educational Tools,Tokyo,2022-10-08,8,188.21,10,2022
624,625,21,1,LambdaLuxe,Educational Tools,Tokyo,2022-10-09,5,197.46,10,2022
625,626,5,2,SyntaxSage,Software Development Tools,Osaka,2022-10-09,5,346.56,10,2022
626,627,33,1,BinaryBard,Software Development Tools,Tokyo,2022-10-09,7,274.96,10,2022
627,628,90,1,ModuleMagic,Technology & Gadgets,Tokyo,2022-10-10,1,379.76,10,2022
628,629,45,1,EchoElite,Technology & Gadgets,Tokyo,2022-10-10,5,165.11,10,2022
629,630,25,3,LogicLantern,Software Development Tools,Yokohama,2022-10-10,3,465.04,10,2022
630,631,33,2,BinaryBard,Software Development Tools,Osaka,2022-10-11,1,11.55,10,2022
631,632,98,1,CodeCruise Plus,Software Development Tools,Tokyo,2022-10-11,3,364.33,10,2022
632,633,72,3,ByteBard,Software Development Tools,Yokohama,2022-10-12,4,416.5,10,2022
633,634,66,1,ModuleMuse Pro,Creative & Design Tools,Tokyo,2022-10-12,8,241.97,10,2022
634,635,65,1,SyntaxSeeker,Software Development Tools,Tokyo,2022-10-12,8,140.95,10,2022
635,636,17,3,DataDrift,Data Analysis & Management,Yokohama,2022-10-13,8,474.22,10,2022
636,637,86,2,CodeCatalyst,Software Development Tools,Osaka,2022-10-14,1,91.16,10,2022
637,638,94,3,SyntaxStar Plus,Software Development Tools,Yokohama,2022-10-14,2,372.68,10,2022
638,639,37,2,DataDream,Data Analysis & Management,Osaka,2022-10-16,7,344.28,10,2022
639,640,99,1,PixelPioneer Pro,Creative & Design Tools,Tokyo,2022-10-16,1,423.43,10,2022
640,641,87,2,DevDynamo Plus,Software Development Tools,Osaka,2022-10-16,5,51.82,10,2022
641,642,26,3,AlgoAria,Technology & Gadgets,Yokohama,2022-10-16,6,135.46,10,2022
642,643,49,3,StringSage,Software Development Tools,Yokohama,2022-10-17,7,323.7,10,2022
643,644,55,2,VarVenture,Educational Tools,Osaka,2022-10-17,7,288.37,10,2022
644,645,58,3,DevDynamo,Software Development Tools,Yokohama,2022-10-17,9,400.8,10,2022
645,646,70,1,CodeCove,Software Development Tools,Tokyo,2022-10-17,8,367.82,10,2022
646,647,56,3,LambdaLyric,Educational Tools,Yokohama,2022-10-17,8,11.14,10,2022
647,648,49,1,StringSage,Software Development Tools,Tokyo,2022-10-18,6,469.17,10,2022
648,649,38,1,CircuitCruise,Technology & Gadgets,Tokyo,2022-10-18,3,445.93,10,2022
649,650,36,3,ModuleMajesty,Technology & Gadgets,Yokohama,2022-10-19,4,50.53,10,2022
650,651,29,3,PixelPioneer,Creative & Design Tools,Yokohama,2022-10-19,5,101.49,10,2022
651,652,95,1,LambdaLegend,Educational Tools,Tokyo,2022-10-19,7,58.66,10,2022
652,653,9,1,DevDive,Software Development Tools,Tokyo,2022-10-19,3,279.17,10,2022
653,654,63,2,ClassCraft,Educational Tools,Osaka,2022-10-19,9,12.98,10,2022
654,655,39,3,BitBreeze,Creative & Design Tools,Yokohama,2022-10-20,8,110.44,10,2022
655,656,25,1,LogicLantern,Software Development Tools,Tokyo,2022-10-20,4,18.82,10,2022
656,657,88,3,VarVista Pro,Educational Tools,Yokohama,2022-10-20,8,45.61,10,2022
657,658,7,1,LogicLoom,Software Development Tools,Tokyo,2022-10-20,6,295.8,10,2022
658,659,27,1,ScriptSeeker,Software Development Tools,Tokyo,2022-10-20,8,441.11,10,2022
659,660,20,3,VarVoyage,Educational Tools,Yokohama,2022-10-21,6,449.06,10,2022
660,661,45,3,EchoElite,Technology & Gadgets,Yokohama,2022-10-21,5,370.74,10,2022
661,662,42,3,FlowFlare,Technology & Gadgets,Yokohama,2022-10-21,7,285.03,10,2022
662,663,75,2,VarVoyager,Educational Tools,Osaka,2022-10-21,8,92.74,10,2022
663,664,97,3,AlgoAria Pro,Technology & Gadgets,Yokohama,2022-10-22,4,401.19,10,2022
664,665,25,2,LogicLantern,Software Development Tools,Osaka,2022-10-22,3,67.65,10,2022
665,666,97,1,AlgoAria Pro,Technology & Gadgets,Tokyo,2022-10-23,1,176.49,10,2022
666,667,10,3,CircuitScribe,Creative & Design Tools,Yokohama,2022-10-23,9,299.53,10,2022
667,668,60,3,LoopLantern,Creative & Design Tools,Yokohama,2022-10-24,4,317.72,10,2022
668,669,97,1,AlgoAria Pro,Technology & Gadgets,Tokyo,2022-10-24,1,244.16,10,2022
669,670,40,2,LambdaLark,Educational Tools,Osaka,2022-10-24,5,255.53,10,2022
670,671,87,2,DevDynamo Plus,Software Development Tools,Osaka,2022-10-25,8,497.38,10,2022
671,672,23,1,BinaryBloom,Creative & Design Tools,Tokyo,2022-10-25,6,489.25,10,2022
672,673,75,1,VarVoyager,Educational Tools,Tokyo,2022-10-25,3,327.38,10,2022
673,674,57,2,ByteBliss,Creative & Design Tools,Osaka,2022-10-26,4,393.19,10,2022
674,675,64,3,LogicLark,Software Development Tools,Yokohama,2022-10-26,3,230.42,10,2022
675,676,40,3,LambdaLark,Educational Tools,Yokohama,2022-10-27,2,99.05,10,2022
676,677,79,2,ClassCruise,Educational Tools,Osaka,2022-10-27,1,486.49,10,2022
677,678,52,2,CodeComet,Software Development Tools,Osaka,2022-10-28,4,134.45,10,2022
678,679,32,2,CodeCruise,Software Development Tools,Osaka,2022-10-28,3,68.78,10,2022
679,680,46,1,AlgoAtlas,Data Analysis & Management,Tokyo,2022-10-28,6,30.41,10,2022
680,681,87,1,DevDynamo Plus,Software Development Tools,Tokyo,2022-10-29,8,368.1,10,2022
681,682,55,2,VarVenture,Educational Tools,Osaka,2022-10-29,2,85.37,10,2022
682,683,66,1,ModuleMuse Pro,Creative & Design Tools,Tokyo,2022-10-29,2,369.41,10,2022
683,684,82,2,LoopLyric,Creative & Design Tools,Osaka,2022-10-29,2,416.4,10,2022
684,685,59,2,AlgoAurora,Creative & Design Tools,Osaka,2022-10-29,6,284.83,10,2022
685,686,100,3,LogicLyric,Software Development Tools,Yokohama,2022-10-30,3,173.4,10,2022
686,687,78,2,AlgoAir,Technology & Gadgets,Osaka,2022-10-30,4,346.83,10,2022
687,688,85,1,CircuitCraft,Creative & Design Tools,Tokyo,2022-10-30,6,413.65,10,2022
688,689,30,2,SyntaxSail,Software Development Tools,Osaka,2022-10-31,3,43.82,10,2022
689,690,95,2,LambdaLegend,Educational Tools,Osaka,2022-10-31,2,494.62,10,2022
690,691,30,1,SyntaxSail,Software Development Tools,Tokyo,2022-10-31,2,443.37,10,2022
691,692,26,2,AlgoAria,Technology & Gadgets,Osaka,2022-10-31,2,223.4,10,2022
692,693,28,1,FunctionFleet,Software Development Tools,Tokyo,2022-11-01,1,46.28,11,2022
693,694,99,2,PixelPioneer Pro,Creative & Design Tools,Osaka,2022-11-02,2,136.5,11,2022
694,695,47,1,PixelPulse Pro,Creative & Design Tools,Tokyo,2022-11-02,5,92.01,11,2022
695,696,12,1,BitBard,Software Development Tools,Tokyo,2022-11-02,8,348.1,11,2022
696,697,67,1,EchoEssence,Technology & Gadgets,Tokyo,2022-11-02,5,483.46,11,2022
697,698,30,1,SyntaxSail,Software Development Tools,Tokyo,2022-11-02,2,261.23,11,2022
698,699,46,2,AlgoAtlas,Data Analysis & Management,Osaka,2022-11-03,1,494.15,11,2022
699,700,97,3,AlgoAria Pro,Technology & Gadgets,Yokohama,2022-11-03,2,281.78,11,2022
700,701,87,3,DevDynamo Plus,Software Development Tools,Yokohama,2022-11-04,6,16.38,11,2022
701,702,19,3,MethodMingle,Educational Tools,Yokohama,2022-11-04,7,470.82,11,2022
702,703,98,2,CodeCruise Plus,Software Development Tools,Osaka,2022-11-04,3,69.79,11,2022
703,704,57,2,ByteBliss,Creative & Design Tools,Osaka,2022-11-04,8,82.51,11,2022
704,705,95,2,LambdaLegend,Educational Tools,Osaka,2022-11-04,1,368.74,11,2022
705,706,25,1,LogicLantern,Software Development Tools,Tokyo,2022-11-04,5,421.51,11,2022
706,707,26,1,AlgoAria,Technology & Gadgets,Tokyo,2022-11-05,8,245.85,11,2022
707,708,80,3,FlowFleet,Technology & Gadgets,Yokohama,2022-11-06,8,466.0,11,2022
708,709,26,1,AlgoAria,Technology & Gadgets,Tokyo,2022-11-06,5,291.92,11,2022
709,710,26,2,AlgoAria,Technology & Gadgets,Osaka,2022-11-06,5,453.97,11,2022
710,711,89,3,StringStream Pro,Software Development Tools,Yokohama,2022-11-06,4,450.44,11,2022
711,712,20,3,VarVoyage,Educational Tools,Yokohama,2022-11-06,9,249.05,11,2022
712,713,34,3,LoopLuxe,Creative & Design Tools,Yokohama,2022-11-07,7,306.82,11,2022
713,714,79,2,ClassCruise,Educational Tools,Osaka,2022-11-07,1,399.05,11,2022
714,715,5,1,SyntaxSage,Software Development Tools,Tokyo,2022-11-07,6,229.26,11,2022
715,716,51,3,FlowFusion,Technology & Gadgets,Yokohama,2022-11-07,7,351.9,11,2022
716,717,35,3,StringStream,Software Development Tools,Yokohama,2022-11-08,1,475.06,11,2022
717,718,1,1,CodeNest IDE,Software Development Tools,Tokyo,2022-11-08,2,434.61,11,2022
718,719,29,1,PixelPioneer,Creative & Design Tools,Tokyo,2022-11-09,6,187.24,11,2022
719,720,18,3,PixelPulse,Creative & Design Tools,Yokohama,2022-11-09,3,379.47,11,2022
720,721,39,2,BitBreeze,Creative & Design Tools,Osaka,2022-11-09,5,131.09,11,2022
721,722,89,3,StringStream Pro,Software Development Tools,Yokohama,2022-11-09,2,490.25,11,2022
722,723,57,2,ByteBliss,Creative & Design Tools,Osaka,2022-11-10,5,50.28,11,2022
723,724,97,3,AlgoAria Pro,Technology & Gadgets,Yokohama,2022-11-10,8,191.33,11,2022
724,725,53,1,BinaryBlaze,Technology & Gadgets,Tokyo,2022-11-11,2,375.47,11,2022
725,726,92,3,EchoElite Pro,Technology & Gadgets,Yokohama,2022-11-11,5,371.41,11,2022
726,727,45,2,EchoElite,Technology & Gadgets,Osaka,2022-11-11,4,454.22,11,2022
727,728,31,1,BitBliss,Creative & Design Tools,Tokyo,2022-11-11,4,341.92,11,2022
728,729,2,1,ScriptSprint,Software Development Tools,Tokyo,2022-11-12,2,286.84,11,2022
729,730,41,2,CodeCraft,Software Development Tools,Osaka,2022-11-12,8,499.86,11,2022
730,731,48,3,DataDynamo,Data Analysis & Management,Yokohama,2022-11-12,4,406.31,11,2022
731,732,50,2,MethodMajesty,Educational Tools,Osaka,2022-11-13,9,168.28,11,2022
732,733,11,1,FunctionFusion,Software Development Tools,Tokyo,2022-11-13,3,58.14,11,2022
733,734,29,3,PixelPioneer,Creative & Design Tools,Yokohama,2022-11-14,7,276.97,11,2022
734,735,73,3,DevDrift,Software Development Tools,Yokohama,2022-11-15,9,267.46,11,2022
735,736,20,1,VarVoyage,Educational Tools,Tokyo,2022-11-15,4,472.06,11,2022
736,737,59,1,AlgoAurora,Creative & Design Tools,Tokyo,2022-11-16,7,90.3,11,2022
737,738,99,1,PixelPioneer Pro,Creative & Design Tools,Tokyo,2022-11-16,3,308.72,11,2022
738,739,55,3,VarVenture,Educational Tools,Yokohama,2022-11-17,3,422.62,11,2022
739,740,17,3,DataDrift,Data Analysis & Management,Yokohama,2022-11-17,5,324.91,11,2022
740,741,82,2,LoopLyric,Creative & Design Tools,Osaka,2022-11-19,7,130.45,11,2022
741,742,29,2,PixelPioneer,Creative & Design Tools,Osaka,2022-11-20,5,422.44,11,2022
742,743,80,3,FlowFleet,Technology & Gadgets,Yokohama,2022-11-20,3,475.04,11,2022
743,744,20,2,VarVoyage,Educational Tools,Osaka,2022-11-20,9,437.3,11,2022
744,745,60,2,LoopLantern,Creative & Design Tools,Osaka,2022-11-20,4,234.53,11,2022
745,746,60,1,LoopLantern,Creative & Design Tools,Tokyo,2022-11-20,2,432.81,11,2022
746,747,47,1,PixelPulse Pro,Creative & Design Tools,Tokyo,2022-11-21,6,199.08,11,2022
747,748,82,1,LoopLyric,Creative & Design Tools,Tokyo,2022-11-21,5,382.82,11,2022
748,749,51,2,FlowFusion,Technology & Gadgets,Osaka,2022-11-21,1,425.13,11,2022
749,750,10,1,CircuitScribe,Creative & Design Tools,Tokyo,2022-11-21,9,240.17,11,2022
750,751,87,2,DevDynamo Plus,Software Development Tools,Osaka,2022-11-22,9,340.82,11,2022
751,752,51,1,FlowFusion,Technology & Gadgets,Tokyo,2022-11-22,9,490.09,11,2022
752,753,81,3,EchoEngine Pro,Technology & Gadgets,Yokohama,2022-11-22,1,226.13,11,2022
753,754,85,2,CircuitCraft,Creative & Design Tools,Osaka,2022-11-22,7,140.67,11,2022
754,755,69,2,BitBard Plus,Software Development Tools,Osaka,2022-11-23,2,440.84,11,2022
755,756,64,3,LogicLark,Software Development Tools,Yokohama,2022-11-24,7,38.96,11,2022
756,757,35,2,StringStream,Software Development Tools,Osaka,2022-11-25,6,133.88,11,2022
757,758,75,3,VarVoyager,Educational Tools,Yokohama,2022-11-25,1,267.37,11,2022
758,759,71,2,StringStar,Software Development Tools,Osaka,2022-11-25,3,405.23,11,2022
759,760,80,2,FlowFleet,Technology & Gadgets,Osaka,2022-11-25,6,68.06,11,2022
760,761,19,2,MethodMingle,Educational Tools,Osaka,2022-11-25,6,331.51,11,2022
761,762,37,1,DataDream,Data Analysis & Management,Tokyo,2022-11-26,1,465.78,11,2022
762,763,50,3,MethodMajesty,Educational Tools,Yokohama,2022-11-26,6,89.19,11,2022
763,764,74,1,DataDive,Data Analysis & Management,Tokyo,2022-11-26,6,360.37,11,2022
764,765,35,1,StringStream,Software Development Tools,Tokyo,2022-11-26,6,365.56,11,2022
765,766,41,1,CodeCraft,Software Development Tools,Tokyo,2022-11-27,5,485.11,11,2022
766,767,75,2,VarVoyager,Educational Tools,Osaka,2022-11-27,9,146.13,11,2022
767,768,21,3,LambdaLuxe,Educational Tools,Yokohama,2022-11-28,6,73.61,11,2022
768,769,83,3,SyntaxScribe,Software Development Tools,Yokohama,2022-11-28,9,152.66,11,2022
769,770,45,2,EchoElite,Technology & Gadgets,Osaka,2022-11-28,2,412.74,11,2022
770,771,50,1,MethodMajesty,Educational Tools,Tokyo,2022-11-28,5,143.0,11,2022
771,772,54,1,CircuitCanvas,Creative & Design Tools,Tokyo,2022-11-28,7,40.05,11,2022
772,773,61,1,ScriptSage,Software Development Tools,Tokyo,2022-11-29,2,103.72,11,2022
773,774,74,1,DataDive,Data Analysis & Management,Tokyo,2022-11-29,6,438.37,11,2022
774,775,19,1,MethodMingle,Educational Tools,Tokyo,2022-11-29,3,205.56,11,2022
775,776,59,1,AlgoAurora,Creative & Design Tools,Tokyo,2022-11-30,1,139.02,11,2022
776,777,5,2,SyntaxSage,Software Development Tools,Osaka,2022-11-30,8,103.65,11,2022
777,778,86,2,CodeCatalyst,Software Development Tools,Osaka,2022-12-01,8,262.19,12,2022
778,779,98,1,CodeCruise Plus,Software Development Tools,Tokyo,2022-12-01,3,134.57,12,2022
779,780,30,3,SyntaxSail,Software Development Tools,Yokohama,2022-12-01,2,242.95,12,2022
780,781,63,3,ClassCraft,Educational Tools,Yokohama,2022-12-02,6,468.3,12,2022
781,782,38,1,CircuitCruise,Technology & Gadgets,Tokyo,2022-12-02,8,322.56,12,2022
782,783,43,1,VarVista,Educational Tools,Tokyo,2022-12-02,5,305.5,12,2022
783,784,60,2,LoopLantern,Creative & Design Tools,Osaka,2022-12-04,1,458.22,12,2022
784,785,36,2,ModuleMajesty,Technology & Gadgets,Osaka,2022-12-04,1,292.85,12,2022
785,786,13,1,ModuleMuse,Creative & Design Tools,Tokyo,2022-12-05,7,321.37,12,2022
786,787,51,2,FlowFusion,Technology & Gadgets,Osaka,2022-12-05,2,22.32,12,2022
787,788,49,2,StringSage,Software Development Tools,Osaka,2022-12-05,9,276.81,12,2022
788,789,63,2,ClassCraft,Educational Tools,Osaka,2022-12-05,2,264.66,12,2022
789,790,34,1,LoopLuxe,Creative & Design Tools,Tokyo,2022-12-05,4,487.55,12,2022
790,791,38,3,CircuitCruise,Technology & Gadgets,Yokohama,2022-12-07,1,410.92,12,2022
791,792,29,2,PixelPioneer,Creative & Design Tools,Osaka,2022-12-07,6,12.78,12,2022
792,793,59,1,AlgoAurora,Creative & Design Tools,Tokyo,2022-12-07,9,483.86,12,2022
793,794,97,2,AlgoAria Pro,Technology & Gadgets,Osaka,2022-12-09,3,411.81,12,2022
794,795,8,2,FlowForge,Technology & Gadgets,Osaka,2022-12-10,6,177.0,12,2022
795,796,12,2,BitBard,Software Development Tools,Osaka,2022-12-10,4,307.37,12,2022
796,797,63,1,ClassCraft,Educational Tools,Tokyo,2022-12-10,3,261.32,12,2022
797,798,88,2,VarVista Pro,Educational Tools,Osaka,2022-12-11,7,208.82,12,2022
798,799,60,2,LoopLantern,Creative & Design Tools,Osaka,2022-12-11,4,270.81,12,2022
799,800,14,2,ClassCast,Educational Tools,Osaka,2022-12-11,7,11.87,12,2022
800,801,38,1,CircuitCruise,Technology & Gadgets,Tokyo,2022-12-11,5,178.86,12,2022
801,802,38,3,CircuitCruise,Technology & Gadgets,Yokohama,2022-12-11,9,292.75,12,2022
802,803,17,3,DataDrift,Data Analysis & Management,Yokohama,2022-12-12,3,212.25,12,2022
803,804,57,3,ByteBliss,Creative & Design Tools,Yokohama,2022-12-12,3,92.85,12,2022
804,805,22,3,EchoEngine,Technology & Gadgets,Yokohama,2022-12-13,5,414.02,12,2022
805,806,30,2,SyntaxSail,Software Development Tools,Osaka,2022-12-14,1,489.69,12,2022
806,807,83,2,SyntaxScribe,Software Development Tools,Osaka,2022-12-14,7,279.3,12,2022
807,808,13,1,ModuleMuse,Creative & Design Tools,Tokyo,2022-12-15,7,134.37,12,2022
808,809,26,1,AlgoAria,Technology & Gadgets,Tokyo,2022-12-15,6,341.45,12,2022
809,810,17,2,DataDrift,Data Analysis & Management,Osaka,2022-12-15,9,187.51,12,2022
810,811,1,2,CodeNest IDE,Software Development Tools,Osaka,2022-12-16,1,492.08,12,2022
811,812,57,3,ByteBliss,Creative & Design Tools,Yokohama,2022-12-16,8,108.27,12,2022
812,813,97,3,AlgoAria Pro,Technology & Gadgets,Yokohama,2022-12-16,9,373.08,12,2022
813,814,93,3,DataDream Pro,Data Analysis & Management,Yokohama,2022-12-17,4,69.99,12,2022
814,815,89,3,StringStream Pro,Software Development Tools,Yokohama,2022-12-17,2,270.06,12,2022
815,816,87,1,DevDynamo Plus,Software Development Tools,Tokyo,2022-12-17,1,280.48,12,2022
816,817,32,3,CodeCruise,Software Development Tools,Yokohama,2022-12-17,7,383.62,12,2022
817,818,73,1,DevDrift,Software Development Tools,Tokyo,2022-12-18,9,469.32,12,2022
818,819,59,1,AlgoAurora,Creative & Design Tools,Tokyo,2022-12-18,2,448.28,12,2022
819,820,86,1,CodeCatalyst,Software Development Tools,Tokyo,2022-12-18,8,268.34,12,2022
820,821,2,3,ScriptSprint,Software Development Tools,Yokohama,2022-12-19,1,423.52,12,2022
821,822,43,3,VarVista,Educational Tools,Yokohama,2022-12-19,9,365.6,12,2022
822,823,90,1,ModuleMagic,Technology & Gadgets,Tokyo,2022-12-19,6,121.1,12,2022
823,824,40,3,LambdaLark,Educational Tools,Yokohama,2022-12-20,8,300.58,12,2022
824,825,3,2,AlgoCraft,Creative & Design Tools,Osaka,2022-12-20,7,128.69,12,2022
825,826,70,1,CodeCove,Software Development Tools,Tokyo,2022-12-20,9,400.16,12,2022
826,827,30,1,SyntaxSail,Software Development Tools,Tokyo,2022-12-20,1,23.48,12,2022
827,828,82,1,LoopLyric,Creative & Design Tools,Tokyo,2022-12-21,5,285.73,12,2022
828,829,17,2,DataDrift,Data Analysis & Management,Osaka,2022-12-21,9,200.98,12,2022
829,830,26,3,AlgoAria,Technology & Gadgets,Yokohama,2022-12-22,9,280.51,12,2022
830,831,38,2,CircuitCruise,Technology & Gadgets,Osaka,2022-12-22,1,371.18,12,2022
831,832,93,1,DataDream Pro,Data Analysis & Management,Tokyo,2022-12-22,6,361.61,12,2022
832,833,65,1,SyntaxSeeker,Software Development Tools,Tokyo,2022-12-23,8,236.8,12,2022
833,834,71,2,StringStar,Software Development Tools,Osaka,2022-12-24,7,237.01,12,2022
834,835,62,3,MethodMingle Pro,Educational Tools,Yokohama,2022-12-24,5,167.33,12,2022
835,836,90,2,ModuleMagic,Technology & Gadgets,Osaka,2022-12-24,4,277.24,12,2022
836,837,84,1,MethodMajesty Pro,Educational Tools,Tokyo,2022-12-24,7,244.74,12,2022
837,838,58,2,DevDynamo,Software Development Tools,Osaka,2022-12-24,2,213.74,12,2022
838,839,96,2,FunctionFleet Pro,Software Development Tools,Osaka,2022-12-25,5,66.93,12,2022
839,840,13,1,ModuleMuse,Creative & Design Tools,Tokyo,2022-12-25,9,316.26,12,2022
840,841,29,1,PixelPioneer,Creative & Design Tools,Tokyo,2022-12-25,7,58.45,12,2022
841,842,13,3,ModuleMuse,Creative & Design Tools,Yokohama,2022-12-25,5,34.25,12,2022
842,843,74,1,DataDive,Data Analysis & Management,Tokyo,2022-12-25,4,38.29,12,2022
843,844,43,3,VarVista,Educational Tools,Yokohama,2022-12-25,5,188.53,12,2022
844,845,52,2,CodeComet,Software Development Tools,Osaka,2022-12-25,5,32.25,12,2022
845,846,99,2,PixelPioneer Pro,Creative & Design Tools,Osaka,2022-12-25,2,124.05,12,2022
846,847,74,2,DataDive,Data Analysis & Management,Osaka,2022-12-26,6,357.95,12,2022
847,848,86,3,CodeCatalyst,Software Development Tools,Yokohama,2022-12-26,7,31.07,12,2022
848,849,82,3,LoopLyric,Creative & Design Tools,Yokohama,2022-12-26,2,389.03,12,2022
849,850,24,1,CodeCanvas,Software Development Tools,Tokyo,2022-12-26,5,305.04,12,2022
850,851,50,1,MethodMajesty,Educational Tools,Tokyo,2022-12-27,4,20.79,12,2022
851,852,53,1,BinaryBlaze,Technology & Gadgets,Tokyo,2022-12-28,1,91.36,12,2022
852,853,54,3,CircuitCanvas,Creative & Design Tools,Yokohama,2022-12-28,9,236.11,12,2022
853,854,59,3,AlgoAurora,Creative & Design Tools,Yokohama,2022-12-28,4,320.83,12,2022
854,855,31,2,BitBliss,Creative & Design Tools,Osaka,2022-12-29,8,184.37,12,2022
855,856,32,1,CodeCruise,Software Development Tools,Tokyo,2022-12-29,5,220.96,12,2022
856,857,66,2,ModuleMuse Pro,Creative & Design Tools,Osaka,2022-12-30,7,326.41,12,2022
857,858,96,1,FunctionFleet Pro,Software Development Tools,Tokyo,2022-12-30,9,166.64,12,2022
858,859,48,1,DataDynamo,Data Analysis & Management,Tokyo,2022-12-30,6,452.84,12,2022
859,860,13,2,ModuleMuse,Creative & Design Tools,Osaka,2022-12-31,2,83.3,12,2022
860,861,82,1,LoopLyric,Creative & Design Tools,Tokyo,2022-12-31,3,73.67,12,2022
861,862,14,3,ClassCast,Educational Tools,Yokohama,2022-12-31,4,437.08,12,2022
862,863,17,3,DataDrift,Data Analysis & Management,Yokohama,2022-12-31,8,202.47,12,2022
863,864,72,3,ByteBard,Software Development Tools,Yokohama,2023-01-01,6,242.26,1,2023
864,865,10,1,CircuitScribe,Creative & Design Tools,Tokyo,2023-01-01,8,487.44,1,2023
865,866,68,3,FunctionFusion Pro,Software Development Tools,Yokohama,2023-01-02,2,219.48,1,2023
866,867,56,2,LambdaLyric,Educational Tools,Osaka,2023-01-02,2,62.11,1,2023
867,868,7,1,LogicLoom,Software Development Tools,Tokyo,2023-01-03,2,117.37,1,2023
